1	0.0106544901065449	1.3373921867072553
2	0.0	2.3
3	0.0	3.2
4	0.07500000000000001	4.225
5	0.07500000000000001	5.075
6	0.15000000000000002	5.85
7	0.2	6.3500000000000005
8	0.25	6.9
9	0.35	7.35
10	0.42500000000000004	7.55
11	0.75	8.15
12	0.8750000000000001	8.675
13	1.1	9.100000000000001
14	1.225	9.375
15	1.225	9.475000000000001
16	0.8	9.375000000000002
17	0.9249999999999999	9.525
18	1.0999999999999999	10.000000000000002
19	1.6500000000000001	10.500000000000002
20	1.85	10.600000000000001
21	2.125	11.125
22	2.425	11.25
23	1.8250000000000002	10.875
24	2.625	11.9
25	2.6	11.6
26	2.625	11.825000000000001
27	3.4000000000000004	12.799999999999999
28	3.875	12.899999999999999
29	3.2250000000000005	12.425
30	3.225	12.6
31	4.175	13.725000000000001
32	5.1499999999999995	14.200000000000001
33	4.9	14.1
34	3.725	13.075
35	4.5	14.000000000000002
36	5.45	15.100000000000001
37	6.25	16.05
38	6.0	15.125000000000002
39	4.7	13.950000000000001
40	3.375	12.750000000000002
41	3.675	13.175
42	3.3500000000000005	12.975
43	4.025	13.775
44	4.175	14.049999999999999
45	4.975	14.975000000000001
46	5.1499999999999995	15.274999999999999
47	2.675	12.924999999999999
48	2.4000000000000004	12.774999999999999
49	2.575	13.074999999999998
50	2.775	13.4
